stock1,stock2,model_type,w1,w2,pval,snr,zcr,mu,stdev,skewness,Emu,Estd
1536,2618,model3,-0.2350223838494679,0.7649776161505321,0.009060950816051846,0.6125810022499154,0.1285866666666667,0.9166493836828769,0.0014033969402344226,0.1769440026645004,0.9165465723635242,0.0013910977861940675
1536,1101,model3,-0.4592988046611993,0.5407011953388007,0.0184215798795023,0.2262360673505517,0.07593333333333327,-0.29058474936410345,0.0015320041167080222,0.11373611374130167,-0.2907918375369521,0.0014502776880516725
1536,1102,model3,-0.6260694279584254,0.3739305720415746,0.00929035564092949,0.18936861001261945,0.06448000000000002,-1.7982716292877987,0.002101341844938612,0.515463036836873,-1.7985886168766507,0.001991582812935354
1536,3673,model3,-0.4621671004154225,0.5378328995845775,0.0070402545062763265,0.3323064768855465,0.0649733333333334,0.03519399562066208,0.0013560080731261836,0.04547511425551851,0.03513011846511867,0.0013537284112059452
1536,9904,model3,-0.8429673663103815,0.15703263368961856,0.04927347031788338,0.1497522694358423,0.051479999999999984,-3.542876243194569,0.003023734676493499,0.4934510204034001,-3.543339827723797,0.002848455822655748
1536,2834,model3,-0.2325149009696009,0.7674850990303991,0.010626470759553341,0.3178085276615993,0.09986666666666676,0.5270206817470684,0.0009276033541006839,-0.3907750376132621,0.5269563535406003,0.0008925441673737953
1536,1301,model3,-0.32368421929015384,0.6763157807098462,0.0017785860676486204,0.5972905494946851,0.15856000000000006,1.5553378196627885,0.001407115767017018,0.6110071884156765,1.5553817480944527,0.0014297301226029106
1536,2345,model3,-0.7250502008821887,0.2749497991178113,0.005013331204946876,0.35499242573331746,0.05243999999999998,-2.2571111924697256,0.0021498250650418783,-0.4921452325588304,-2.257198867757844,0.0021637648032867525
1536,2360,model3,-0.8875680796089944,0.11243192039100557,0.012475102824218624,0.1881699766626833,0.03655999999999992,-3.7469362251428615,0.002861958093948639,0.31190113239301986,-3.7472006478615127,0.0028072092746076653
1536,2883,model3,-0.3998510561296679,0.600148943870332,0.00863300231616726,0.2813881508682617,0.06193333333333336,-0.5512494320060347,0.0017832308090198544,-0.10843261544669867,-0.5514703513329597,0.0017167241188231874
1536,2884,model3,-0.05081554557465092,0.949184454425349,0.0068219060536955116,0.5708323830166634,0.11013333333333336,2.56688234541981,0.001150621647094929,0.008557165304809294,2.566898624152132,0.0011464847639297475
1536,2382,model3,-0.2967712039284218,0.7032287960715783,0.012410678573057686,0.2660542624794376,0.0874799999999999,1.4320439029884562,0.0012363163165038994,0.14382230443032296,1.4317919736193814,0.0011821938608934089
1536,2892,model3,-0.15310247276472866,0.8468975272352712,0.006833029518630818,0.4990052197893831,0.0835866666666666,1.7918636303930144,0.0010363792515652162,0.1993895684912237,1.7918613487541215,0.001043540764533694
1536,4958,model3,-0.5889606056776608,0.4110393943223391,0.01735078834548199,0.2068358632763896,0.06636000000000003,-1.1382817993108456,0.0019372793942325844,0.29406462547796114,-1.138582038923529,0.0018385023874959992
1536,3034,model1,0.5007456489901365,-0.4992543510098634,0.6877100566297778,0.2381356482404164,0.08285333333333332,-0.0002329981225502624,0.002128392607086962,-0.7096977542476912,-9.64975842349268e-16,0.001892375506753335
1536,1504,model3,-0.11862595216926185,0.8813740478307382,0.007068112804213686,0.9456130789973142,0.08186666666666667,2.2265982443099914,0.0010595819973924928,-0.3436204201253559,2.2266413517710113,0.0010489992415908898
6176,1605,model3,-0.4446380914619785,0.5553619085380216,0.008262316119079415,1.5441707348682063,0.1999199999999999,-0.3419381774059538,0.0009631482558923627,0.0405728234716388,-0.34194591741724784,0.0009671819426087052
6176,2633,model3,-0.2298279662450061,0.7701720337549939,0.010862490134710277,0.4182028541687871,0.09552000000000001,1.4035107317503708,0.0010771995400514392,-0.08795807449242299,1.4034570485984559,0.0010601296314756415
6176,1102,model3,-0.456786342195284,0.543213657804716,0.013485429277181868,1.2527604760417022,0.1975066666666665,-0.15157039861761384,0.0007531373627335327,0.5526986247979022,-0.15159804750161102,0.0007276482262337195
6176,3682,model3,-0.4296240900591255,0.5703759099408744,0.04397907944184957,0.455637870998355,0.130373333333333,-0.5966827402642391,0.0007251576695773975,0.6415333006637196,-0.5967499055800747,0.0006617606870305339
6176,9904,model1,0.4562657397002035,-0.5437342602997964,0.865462778624774,0.08916119915635254,0.025546666666666582,0.0008145593939009185,0.0016551904211220315,0.32800721855656817,7.331965550252351e-06,0.001893392454180663
6176,2303,model3,-0.23041959808630275,0.7695804019136971,0.02104616684979069,1.0603956131980103,0.20042666666666667,1.0925385045704423,0.0009480175873679117,0.1294549041990632,1.092520962674479,0.0009442357531691847
