stock1,stock2,model_type,w1,w2,pval,snr,zcr,mu,stdev,skewness,Emu,Estd
6176,2603,model1,0.3933313220729179,-0.6066686779270821,0.9844376883490192,0.2566541236944077,0.06174666666666673,-0.00011395971219236115,0.001751083325494894,0.16221010806435482,-9.41614924595496e-15,0.0016999594987785486
6176,5880,model1,0.4082954814319504,-0.5917045185680495,0.9185288762475592,0.7944466107618754,0.16029333333333326,3.0337099762345333e-06,0.0008337112665053155,0.0047460021291363,1.0290845318946677e-15,0.0008369861233249214
6176,2330,model3,-0.5681495729748346,0.4318504270251654,0.06319421267473843,0.3339813027805999,0.08037333333333331,0.002956285010860501,0.0008819487055707912,-0.06153723804842845,0.0029928733793407637,0.0008741189532455967
6176,2347,model3,-0.8057968104372998,-0.19420318956270025,0.4292402300955653,0.34788302268414273,0.07640000000000001,-4.070043239740234,0.001039974808857282,0.11960966032683865,-4.069982217161555,0.001000773510517937
6176,2354,model1,0.5126847656482094,-0.4873152343517905,0.970269533368848,0.17010942947809232,0.03994666666666659,-3.949355499107909e-05,0.001069609160601631,-0.26832843214709223,-5.17884187317145e-12,0.0010686994620822756
6176,2356,model1,0.43146619587514706,-0.568533804124853,0.8653930173842923,0.6538877211042643,0.15981333333333336,3.3733532559748387e-05,0.0007140111145960978,0.08872281628777914,1.013534353215435e-15,0.0006951269109789793
6176,2887,model1,0.3929549474583126,-0.6070450525416874,0.9167490243659008,0.4245210792375728,0.12152000000000007,-4.476938293289804e-05,0.001261123494087235,-0.5680004900560206,-2.339212680156933e-16,0.0012727073830805253
6176,2439,model3,-0.8861778841445185,-0.11382211585548145,0.0074071612214469534,0.19245008575516506,0.07250666666666677,-4.234471716494784,0.0014863201144647098,0.5447730207185425,-4.234355672964089,0.0014161623225862339
6176,2474,model3,-0.8743941961555873,0.12560580384441272,0.5211292446789751,0.2529559758273886,0.07194666666666669,-2.8828721619469886,0.0012655284371990547,0.11810550793661068,-2.882754259560131,0.0011853193503470105
2603,1605,model3,-0.9005859609807996,0.09941403901920053,0.28872195033892284,0.32559038896683695,0.10306666666666676,-2.0994165877653974,0.0023717026638252307,-0.6324355210445178,-2.099034943288666,0.00195225182607363
2603,6269,model3,0.69129219334757,0.30870780665243,0.16155904898308865,0.4753281926932865,0.1643466666666665,3.230383945440529,0.0016539774163434053,0.9700127324010104,3.2302222335389863,0.001462593913725283
2603,1723,model3,-0.7412784887873357,0.25872151121266435,0.19935607130378688,0.3882281347284683,0.11794666666666673,-0.6767363139631268,0.0019245673437791946,-0.07258158376176223,-0.6765891634506416,0.0017855524239595486
2603,5871,model3,-0.5976379499683362,0.4023620500316639,0.1379774393614785,0.4233374681024892,0.1217466666666667,0.29492364256651216,0.0017829418945931852,-0.011325300426476831,0.29521858214942664,0.00161097572848194
2603,5880,model1,0.5155742203614633,-0.4844257796385368,0.981241392193373,0.4977425549962228,0.0968266666666666,0.0001032114206205644,0.0013628585371255912,-0.10570774849131888,2.2332652284016942e-15,0.0012922400430531024
2603,2303,model3,-0.4520367528153949,0.5479632471846052,0.01490424302154062,0.39934306425576455,0.06545333333333338,0.3093546268552547,0.001549185813093574,0.24309189257464456,0.3094134614749976,0.0015436766209159908
2603,2344,model2,-0.489499179159889,-0.5105008208401111,0.11862403505097525,0.6405021786690158,0.13489333333333342,-2.806052956234585,0.0012949655985796938,0.1731330284326158,-2.80600775765463,0.0012880062349860512
2603,2354,model2,-0.44284931547955736,-0.5571506845204426,0.04886267761662751,0.19806207224493155,0.06530666666666678,-3.614781549247815,0.001687479147148965,0.021709477633605367,-3.6146515440037668,0.0015596528390171664
2603,2356,model3,-0.19562104570958566,0.8043789542904143,0.01424122243853059,0.3043527979772082,0.060426666666666726,2.001716247173165,0.0010025147156980127,-0.15563685306390582,2.0018577934011943,0.0009442879193676622
2603,2881,model3,0.24205558322399304,0.7579444167760069,0.005730178066442422,0.1851537829129198,0.052426666666666684,3.640379032016893,0.0012564925072569364,0.1612460873907419,3.64018810879931,0.0011218586600018458
2603,2885,model3,-0.3838131079292474,0.6161868920707526,0.06372047097412599,0.4596032725738247,0.1134133333333334,0.61501163642695,0.0012516243022624315,-0.15207647538133506,0.6152120917723652,0.0011205927979242144
2603,2886,model1,0.5497561529662643,-0.4502438470337356,0.8199777277132689,0.39811379807552894,0.07952000000000002,0.00012211372513982373,0.0014223547150390664,-0.05891407893239235,4.9651385545984464e-14,0.0013321873028401786
2603,2887,model1,0.4996006448830438,-0.5003993551169562,0.7951512085401061,0.2650253855054418,0.036479999999999964,3.0302540184655354e-05,0.0017487003045252812,-0.34736554098594313,3.4938723193798824e-15,0.0017440461157614078
2603,2888,model2,0.2888466286398652,0.7111533713601349,0.29784470091375564,1.927079251882384,0.3312933333333329,2.559684224423441,0.0010233800662446156,-0.10134458672531498,2.5596244626165117,0.001018279407285971
