stock1,stock2,model_type,w1,w2,pval,snr,zcr,mu,stdev,skewness,Emu
1590,2845,model1,0.2678904520002953,-0.7321095479997048,0.9143005418459802,2.4457841947861896,0.29123999999999994,-3.455680360756238e-06,0.0018428872031896585,0.09129904332184448,7.979962517501235e-16
1590,2890,model1,0.27585893475884143,-0.7241410652411586,0.8291947743272692,2.5380678853807823,0.3101866666666666,2.289166977990309e-05,0.0019937479970622233,-0.42072393314521134,-4.7114027028443164e-17
1590,2915,model1,0.3949651049672181,-0.6050348950327818,0.7377631350581241,1.6561376353448651,0.21083999999999992,1.261664169375898e-05,0.0033530328020163623,-0.10143945894122944,-6.933521258788531e-05
1326,2845,model3,0.13097758594388112,0.8690224140561188,0.3969152302464095,3.2605825071802346,0.3911599999999987,2.579742370660548,0.0007426433200264733,-0.009347987489957528,2.5797050300315845
1402,2915,model2,-0.901891584301832,-0.09810841569816817,0.0972242531002984,1.1353499845455524,0.23824000000000015,-3.3271461490654346,0.0010997029258719671,-0.05249807841940973,-3.3271432823918894
1303,2105,model3,0.14375740943996762,0.8562425905600324,0.6804313593856107,2.1825004417225733,0.39781333333333263,3.9875012484495116,0.0019218906203788398,-0.1727597010989797,3.987477822731311
1303,2395,model3,0.4330697935303274,0.5669302064696725,0.6636543959211151,1.807331243472368,0.3210533333333334,4.947080329216637,0.004167385249393725,-0.011749186081201724,4.947115070074782
1303,2448,model3,0.5980818758476121,0.401918124152388,0.5572322758732294,1.2632810494327864,0.2500933333333337,4.172156189238237,0.0025538865640818567,0.02253327898394799,4.171888399326795
1303,2845,model3,0.08266250211372984,0.9173374978862702,0.6919891666484177,3.8355487132029777,0.27021333333333336,2.4395824128414483,0.000711991946399353,-0.3176107761008418,2.4396074198224187
1303,2886,model3,-0.0424061954386376,0.9575938045613624,0.5302528296561224,0.7767418684795291,0.16333333333333322,2.9044343467735194,0.0010882869736208091,-0.02897145286533036,2.9044648946595055
1303,2890,model3,-0.19339001155646007,0.8066099884435399,0.5558276056421461,0.9765409187804904,0.1735333333333333,1.0527731857732958,0.0016497448526461705,-0.017319291989514252,1.052821038179483
1303,3231,model3,-0.3834004296366662,0.6165995703633337,0.6027394971334543,0.7917542504502151,0.1984,0.32924628130287353,0.003788515430374207,0.8329429096887799,0.32928993282856367
1303,6176,model3,0.43533739036959146,0.5646626096304085,0.7255774908812371,1.3180922793147622,0.1763733333333332,4.366933453705092,0.0023990711927079256,-0.25430045052943656,4.366810150481678
1303,6414,model3,0.34283335057828623,0.6571666494217137,0.7035006539070955,2.6902373629373195,0.35451999999999984,5.5873226465337575,0.002516576509583009,-0.03000174072118436,5.587296810734573
1536,1590,model1,0.5594562146476673,-0.4405437853523328,0.9042183626488256,7.587545516886852,0.4738133333333338,2.7070205922399287e-05,0.003889184208290754,0.0901657220551694,-0.00011279284063336016
1536,1909,model1,0.4264672381536299,-0.57353276184637,0.8546274633519353,1.4237205110791833,0.21405333333333326,8.16306369829937e-05,0.003016554860706645,-0.27863166689562824,0.0002441164718979995
1536,2325,model1,0.4462721426017249,-0.5537278573982751,0.9469002111621052,2.140520298378608,0.2490933333333335,-1.2355376929245785e-05,0.0025509784842999896,0.012715572950665829,8.876039289752037e-05
1536,2345,model3,-0.7250022858372835,-0.27499771416271657,0.028431159429973506,2.3821057676616797,0.36774666666666617,-4.829302074972948,0.004190688422596517,0.169081462254491,-4.829551447502698
1536,2395,model1,0.5245080312643041,-0.4754919687356958,0.9907542993905404,0.7365821105740527,0.1300133333333333,-7.79463610394752e-05,0.005452442090280179,0.4403610854200679,-6.125135074045041e-05
1536,2474,model1,0.5470611187198758,-0.4529388812801242,0.909895598207126,0.9745843882978816,0.17401333333333327,-3.5783540440525264e-05,0.00365799455968833,0.05195824576739959,0.00020904726354549225
1536,2845,model1,0.317254637221768,-0.6827453627782321,0.9148160008369368,1.392755425393033,0.2037066666666667,-1.9790752523576315e-05,0.0020247974042623984,0.2164278386527398,7.149117592179352e-17
1536,2884,model1,0.3781725353755505,-0.6218274646244495,0.8262671648116839,1.1019136699873666,0.17422666666666653,-5.4455952816709897e-05,0.002390174928938973,0.32520168523246884,0.00013185685607127877
1536,2886,model1,0.3984560372398093,-0.6015439627601906,0.8123877159532351,1.8321586283298776,0.1894533333333334,2.4325217458057344e-05,0.0023068251247696835,0.14106195033209765,0.00014745018853173304
1536,2890,model1,0.3260456694434937,-0.6739543305565062,0.7796951043046143,3.1626872877106558,0.27433333333333315,6.292881869293036e-05,0.002128563243621622,-0.2576514747110465,3.864789549136025e-05
1536,2915,model1,0.4532564017288474,-0.5467435982711525,0.7705012365002332,1.7042912652477358,0.23993333333333336,5.8311050027013413e-05,0.0032373808298701025,0.04505891331781348,0.0001593285051790816
1536,3034,model3,-0.7888189047681636,-0.2111810952318363,0.06715161652728993,2.5161184183668577,0.3167733333333331,-4.884163609820896,0.004345038410034398,0.2239931866799943,-4.8842002565814635
1536,3481,model1,0.34485741739782083,-0.6551425826021792,0.7908307474970727,2.2089095459875634,0.31418666666666656,4.501434730769323e-05,0.0020873070739188767,-0.15261463086613852,5.303271806725177e-05
1536,6176,model1,0.4717268369658871,-0.528273163034113,0.8255211638716953,0.6567395891642355,0.2336266666666667,-0.00026721698204539143,0.004413132241124008,0.16589380742517315,0.00035135282622934685
1301,2105,model1,0.4590708320474508,-0.5409291679525493,0.8512317834230283,3.0110240150961904,0.36830666666666617,1.5163421124538463e-06,0.0016938066465963634,0.11983093931832145,2.8435425540921883e-16
1301,2845,model1,0.32891604173724226,-0.6710839582627578,0.9721105463415379,1.299418926399749,0.2616666666666667,2.519937973063898e-05,0.0011521605034816211,0.6077838141526486,1.7790078452934014e-16
1301,4958,model1,0.4790978797218555,-0.5209021202781444,0.8854127687026151,3.7036876711619056,0.4059733333333329,-1.3768066812674579e-05,0.0020991835577065547,0.11725193089700275,4.992197490168493e-16
1301,6414,model1,0.5735667478960543,-0.4264332521039457,0.8392930581147028,1.7404564454683782,0.31222666666666665,-3.6849676306263866e-05,0.002328483584386895,0.4743448963033183,1.0191712520285212e-16
1704,1909,model1,0.4878890042445558,-0.5121109957554442,0.6976403664209602,0.5626542804376256,0.16722666666666666,7.898496826800106e-05,0.0017611777786988691,0.3602101631761933,-0.00014076306734772543
1704,2345,model3,0.8341237360562066,0.16587626394379335,0.032856619500349946,1.5835391447786722,0.24366666666666675,3.9542936269356734,0.001013093004444302,-0.05985870468926902,3.954060532937162
1704,2474,model3,0.6996939959013705,0.3003060040986296,0.07385007170076903,2.6578465327654714,0.3195466666666661,4.428099300624662,0.0009304925808964095,-0.006682391234275584,4.428087695779235
1704,2890,model1,0.3826493322898011,-0.6173506677101989,0.7457691002554611,0.9119106597415504,0.14450666666666653,3.422158193601662e-05,0.001321358000022853,0.4621767609202935,7.110948847307588e-17
1704,3481,model3,-0.628230513647098,0.3717694863529019,0.06366057048190972,1.6936320221612795,0.27326666666666666,-1.4356037975764524,0.0008807185337664886,-0.3196957691457941,-1.4354549289466887
2015,2103,model3,-0.7289708575877017,0.2710291424122982,0.0209419374895637,1.7229462646233826,0.20869333333333345,-2.0288117920727973,0.0014899541071863726,-0.13778675552070646,-2.0288053044686096
2015,2105,model1,0.4902806946348974,-0.5097193053651026,0.7975371035239353,7.72824356869546,0.3593733333333332,8.303544189140292e-07,0.0013173888497579574,0.37309002122958507,-1.1973041397190835e-16
2015,2301,model3,-0.8675208251719563,-0.1324791748280438,0.021176868695704384,1.4600766169363326,0.17019999999999966,-4.030605428995472,0.0017119226381719227,-0.01712539990119196,-4.030598970778533
2015,2448,model3,-0.9107663537471772,0.08923364625282268,0.01602238883411718,1.5560224978638848,0.20989333333333304,-3.3683882613519134,0.0018657383890829668,0.010004810253210386,-3.368302770026652
2015,2812,model1,0.3641121899438862,-0.6358878100561138,0.992419930474463,0.7018878283877843,0.07405333333333335,5.5694303081542284e-05,0.00172327415442799,-0.29339340129650365,2.770771704758725e-16
2015,2845,model1,0.35711803590539043,-0.6428819640946097,0.9659207127013126,2.6261093138250784,0.25185333333333343,1.6781550477098506e-05,0.0008609184041000437,0.17795493069290616,2.696129316772953e-16
2015,2890,model1,0.3664214473180864,-0.6335785526819135,0.9601821950965252,0.5010297106932131,0.12925333333333347,9.93755079861384e-05,0.0016973484518896693,0.6201106267798114,2.630758597439013e-16
2015,3034,model3,-0.9166687312719056,0.08333126872809422,0.0645216224746622,1.164123146148155,0.16107999999999986,-3.325500184954012,0.0018954255479018622,0.2556588615005178,-3.3254761953835996
2015,4904,model3,-0.8565252636589221,0.14347473634107788,0.5511295055469445,1.7194011524965334,0.19734666666666667,-2.8733963530314663,0.0016477381152745828,-0.11967585101543513,-2.873365905387144
2015,6505,model3,-0.9085498930253084,0.09145010697469153,0.024421429524139726,1.0355666826553651,0.16125333333333336,-3.2680710903720134,0.0019213424033603789,0.3731426442132209,-3.2679269707361227
1909,2301,model3,-0.7558670469717073,0.24413295302829266,0.019922980756219358,0.6141811895062711,0.16021333333333326,-1.826669954372217,0.002508972590037577,-0.026750208706478974,-1.8266987278874303
1909,2345,model3,0.6113029991032634,0.38869700089673664,0.030086044473307462,2.4798848474206405,0.3110933333333332,4.047683171864327,0.0019823942697987013,-0.21699791313823824,4.047650236044111
