stock1,stock2,model_type,w1,w2,pval,snr,zcr,mu,stdev,skewness,profit_without_cost,profit_tax1,profit_tax2,open number,return,std1,skew1,timetrend,pos,int_w1,int_w2,done,StrategyOpenTime,StrategyCloseTime,Open_price,Open_pos,Close_price,Emu
1227,2408,model3,-0.3328167443169215,0.6671832556830786,0.13871779187492045,0.3785272177033935,0.0713866666666666,0.9433768857402756,0.000751299582393122,0.4194275740238926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9433499018074082
1319,2301,model3,-0.6750761282164391,0.3249238717835609,0.040551573000822315,0.1502278819597102,0.03578666666666653,-1.5066043890856728,0.0015548103911857047,0.2552352947706562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5067964464383772
1319,2353,model3,-0.4849413914487998,0.5150586085512002,0.037704033986337135,0.2760958448783243,0.05960000000000005,-0.621902004629085,0.001510873986718314,-0.16870592857258418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6219456068569575
1326,2002,model3,-0.5959164410349955,0.40408355896500464,0.04417525734292667,0.8654197781233406,0.2034133333333332,-1.3870573367265686,0.0005210118118928286,-0.05520211814649048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.3870592836927063
1326,2353,model3,-0.7374156254161591,0.2625843745838409,0.046674601536013806,0.4078586881438923,0.0835066666666666,-2.5790480698145664,0.0006674314647729229,-0.3021965886219354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.5789837920707646
1326,2885,model3,-0.6832237988812803,0.3167762011187197,0.039464716479083145,0.8365930152106739,0.12708,-2.253122478189623,0.0006126146313906588,-0.06965848296289974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2531901410035227
1326,2890,model3,-0.6383078135201894,0.3616921864798106,0.05228886572136232,0.7021626882910861,0.09546666666666663,-2.0248380279656684,0.00045258151522109823,-0.15733969661729785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.0248100691366995
1326,3673,model3,-0.5622662902792634,0.43773370972073655,0.09183125402496553,0.6045148100816988,0.14836,-0.6916308971512911,0.0007832044654533022,-0.8892874920197423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6915559510383218
1303,1722,model3,-0.27384727634282663,0.7261527236571733,0.10769508041482832,0.8657735505800738,0.14572000000000027,1.6293643104367168,0.000624826450090339,0.03572976652528381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6293329174985256
1303,2002,model3,-0.2856049249752394,0.7143950750247606,0.1429012239763955,1.4755640530103895,0.24137333333333336,1.0498417463548584,0.0006985990540198791,-0.21052807718847466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.049821798000632
1303,2357,model3,-0.26408810080509026,0.7359118991949097,0.15118617879457638,0.4484295509279769,0.10302666666666672,3.0152084208702945,0.0009589792009022832,-0.7645734159042274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.015275869630821
1303,2382,model3,-0.2498513822950371,0.7501486177049629,0.12457436553342875,0.4386667929314832,0.10345333333333334,2.0594264458990903,0.0009159793085256104,-0.2371356621359929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0594888698075655
1303,2408,model3,-0.30401379198302003,0.69598620801698,0.08796153161229206,0.4267258424101471,0.16847999999999996,1.2618448373931097,0.0007220841931306036,0.4876757059366241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2618052605631394
1303,2609,model3,-0.16680261959066356,0.8331973804093364,0.13824028273742536,0.5775699926914716,0.13161333333333333,0.9706518968164936,0.0008761836896187097,-0.1850496482976856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.970697351082755
1303,2890,model3,-0.32015875033365226,0.6798412496663477,0.13410685197692704,0.975501933893307,0.17267999999999992,0.20325284323522005,0.0005008471624705157,0.14163120459563694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2032463816766422
1303,3037,model3,-0.3102947092877679,0.6897052907122321,0.09127556347859744,1.6256064170587468,0.1872666666666665,0.4868705984675209,0.0013266317860459462,-0.09795446554878733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4868409294250018
1303,3045,model3,-0.30779017559306515,0.6922098244069349,0.13645050731207353,1.6346191927820106,0.23240000000000005,2.009512107623595,0.0013461219110842855,0.16871357783829236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0094473443748875
1303,3673,model3,-0.2495138938917473,0.7504861061082527,0.23841597536845846,0.5013462363695091,0.1644266666666666,2.0674300806265653,0.0011836641318547065,-0.8053624766606822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.067535083478717
1102,1303,model3,-0.5978673640778249,0.40213263592217496,0.14047926263441274,0.5847922986859901,0.11858666666666667,-0.3557548490285576,0.0007235281879901392,0.5639025819089051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.35573379708031616
1102,2313,model3,-0.6505106798666834,0.34948932013331657,0.08509926414322909,0.2750164389839401,0.07068000000000009,-1.2224768732791798,0.001212248316908118,0.2838750270765473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.2225661030947743
1102,2324,model3,-0.3857336246351217,0.6142663753648783,0.045929746738978386,0.4342207825730797,0.08157333333333336,0.5409420256201622,0.001056590817737291,-0.6051261300412869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.540936109949465
