stock1,stock2,model_type,w1,w2,pval,snr,zcr,mu,stdev,skewness,profit_without_cost,profit_tax1,profit_tax2,open number,return,std1,skew1,timetrend,pos,int_w1,int_w2,done,StrategyOpenTime,StrategyCloseTime,Open_price,Open_pos,Close_price,Emu
1303,2379,model3,0.846233493448289,0.15376650655171092,0.2882750881756051,1.0961489912604985,0.2029600000000001,4.2028101119523384,0.0010236484303186946,0.18545325865115647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.202764642392978
1303,2881,model3,-0.5902980815630748,0.4097019184369252,0.3997038367005536,1.1738492929075006,0.2029733333333332,-0.9555434340690288,0.0006573927542446159,0.3509127146341067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9555238481504645
1102,2610,model3,0.6425565509999529,0.3574434490000471,0.12219595117585835,0.5903930062976988,0.2501333333333339,2.9390824452367124,0.0012077564626860793,-0.4869281247464879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9396150770535434
1301,2884,model3,-0.4343455854757095,0.5656544145242907,0.1779762418388002,0.36752703362565775,0.08182666666666676,-0.2413542295259875,0.0010795422509689997,-0.4809232719565508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.24138821003379946
1301,2892,model2,-0.1329432273685741,-0.8670567726314259,0.6473957967425457,0.8766276006125266,0.17662666666666638,-3.0351510539738924,0.0009598143808640904,0.2609113379118591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.0351968588777116
1301,3045,model2,-0.18943333631354836,0.8105666636864517,0.6188593534088012,0.3392695631204212,0.0672666666666667,3.0063849218154886,0.0015310602669516892,0.5631568242505457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0063450560532345
1301,3481,model1,0.35219716789596545,-0.6478028321040346,0.9586232893992906,0.21294189715362105,0.1045333333333333,8.787262453450554e-06,0.0021125340244651197,-1.3252228218707118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003351637057244003
1301,4938,model3,-0.3634031701791668,0.6365968298208332,0.14026044785669042,0.5538317676935136,0.12695999999999996,1.1083574863499326,0.0006899557647766,0.4262677471034777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1083352477238033
1301,5871,model2,-0.09353953132387713,-0.9064604686761228,0.6242352352371677,0.3820769825966972,0.05969333333333341,-4.002874439580144,0.0013898494900401162,-0.4754565877154935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.0028785992544496
1301,6285,model3,0.3517871764055169,0.6482128235944831,0.05297113098412072,0.09039168579168684,0.08378666666666695,4.38801890351082,0.0015795030457886252,0.9998634818769581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.387554045278656
1101,1102,model3,0.4154501097066923,0.5845498902933077,0.20015521001227332,0.2700339990356896,0.08239999999999999,3.421670310397542,0.001749286486710774,-0.8493551336493583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4213899288233107
1101,3481,model3,0.3878488212417548,0.6121511787582453,0.016601272992612784,0.2747676942709206,0.06794666666666671,2.8329023294460383,0.001859306008937021,0.4962131089446552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.833057620514129
1227,1301,model3,-0.9254260813013008,0.07457391869869925,0.07298285601555203,0.2359882512550903,0.07861333333333337,-3.7305120259674056,0.0010498728368980882,0.7698948454139358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.730502501745049
1227,1605,model2,-0.6308953863153208,0.3691046136846792,0.27977636239346204,0.4519040009484767,0.12918666666666662,-1.9702525213230828,0.0006672788742314714,-0.048939845961248465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.9702519076414446
1227,2101,model3,-0.8378338690215521,-0.1621661309784478,0.04860605083455223,0.3034804005541609,0.07847999999999998,-4.21371042574237,0.0009193687913174588,0.4211191605672371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.21366108326589
1227,2376,model3,-0.9295841471678574,-0.07041585283214256,0.012294397136541069,0.25255908175276737,0.07630666666666666,-4.33063437347401,0.0010130838309453708,0.3797946760176065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.330646737862756
1227,2448,model3,-0.9470643371283836,-0.0529356628716164,0.040016380931821735,0.26272284875852203,0.10284000000000004,-4.315638726300036,0.0010476426417108137,0.6346232279264908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.315592424322804
1227,2474,model3,-0.9394049085069732,0.060595091493026686,0.033189983247947995,0.2415338361384984,0.08017333333333325,-3.7910323243339312,0.0010495721778639071,0.5553535471725437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.791062324720228
1227,2603,model1,0.362855388559583,-0.6371446114404169,0.990964351117116,0.6215669435003344,0.11806666666666668,3.694717012344621e-05,0.0012873222808511564,-0.17334185728025456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.904730024213071e-16
1227,2881,model3,-0.9303167768874684,-0.06968322311253168,0.2329082058725591,0.26029051400877473,0.0759466666666667,-4.329232794883704,0.0010560961920917829,0.5799965750800379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.329213697372044
1227,2884,model2,-0.7765378787218834,0.22346212127811652,0.07897757320891832,0.24932488321162635,0.08041333333333336,-2.7487752106316234,0.0008870797708110108,0.22889076229672706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.748765983848987
1227,5871,model1,0.4748959597215788,-0.5251040402784213,0.986609677024568,0.4007825258447743,0.07110666666666662,2.998026485017864e-06,0.0008508010177551218,-0.365988548505707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.630258718683681e-16
1227,6285,model3,-0.911286657172946,-0.08871334282705383,0.013415482478488866,0.24805232856213774,0.0906933333333334,-4.384685109554597,0.0010291108030747284,0.7153270520493031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.384652496605608
1227,9914,model3,-0.9239372416051138,0.07606275839488627,0.1126317745378332,0.2890164742389354,0.06037333333333336,-3.6734665222868905,0.0009941046754241957,0.37616821869914013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.6734199310921425
1227,9945,model1,0.4516613572164465,-0.5483386427835534,0.9828743785995916,0.35147706671438056,0.06124000000000007,-3.578536939028432e-06,0.0008103264923294056,0.0685399770956168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.275237187451865e-16
1326,3481,model3,-0.3901178760353274,0.6098821239646726,0.19042692639382167,0.3976379659631126,0.08875999999999994,-0.2556908980232524,0.0015636942440840967,0.7221472265098613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25561002372124675
1476,2101,model3,0.28912533842084664,0.7108746615791534,0.055356285699791605,0.5796937728871713,0.11414666666666655,4.021217558978557,0.0011575313491969225,0.147214549543033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.021206259153477
1476,2103,model3,0.3412088655540731,0.658791134445927,0.060367387317852114,0.26566772534887995,0.08078666666666652,4.1519151398494465,0.0015886267014101356,0.2385941646593287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.151862566124786
1476,2313,model3,0.3910285807015427,0.6089714192984572,0.013024595926095959,0.4900569407392824,0.11714666666666675,3.936661898498429,0.0014661246317770901,0.8939476385120041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9363580994330825
1476,2885,model3,0.20526656051433054,0.7947334394856694,0.016149542012664303,0.31345296177741033,0.10738666666666677,3.068467742096177,0.0017363998832680989,0.13105448861280852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0684477412814113
1476,2886,model3,0.2185665917266529,0.7814334082733471,0.013980681306528402,0.4545656465793637,0.0775066666666667,3.7344204694876812,0.0010288275970480383,-0.34197164374763755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.734439482963398
1476,3481,model3,0.27813963044898404,0.721860369551016,0.04281583034779997,0.5699856087925439,0.15469333333333316,3.3041604596088314,0.0017842661899124062,-0.5014260996929935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3043055460034028
1536,1605,model3,-0.6259830846971296,-0.3740169153028703,0.01700315249490676,0.2616045636859129,0.06136000000000001,-3.924081175791769,0.001830717597363167,0.33578615292213143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.9240908667334855
1536,2101,model3,-0.5599164572781916,0.4400835427218083,0.06998091450451112,0.3566153426674816,0.06398666666666675,-1.3210532172671157,0.0014077999276271022,0.2231259747495896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.3211487063031302
1536,2103,model3,-0.6360698662291677,0.3639301337708324,0.15991410329691064,0.3715049561003605,0.08184000000000008,-1.950429163501851,0.0015464081745138055,-0.17108353449240735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.9504948711431933
1536,2308,model1,0.5054435430480532,-0.4945564569519469,0.9253956815112874,0.2864000658115529,0.10540000000000002,-4.244250815099271e-05,0.0016487633188141462,1.0582170124615329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.575191073432518e-15
1536,2344,model2,-0.5887344611057249,-0.41126553889427503,0.7251118023618299,0.4676149260742045,0.07054666666666662,-3.83757342743094,0.0013791027506695498,0.4703630112530061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.837618962411908
1536,2347,model3,0.8396914639131001,0.16030853608689982,0.13639471474552772,0.6497950899653611,0.11038666666666666,4.7588192395144855,0.0017060321651250498,-0.8222412932873943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7587785775134375
1536,2376,model3,-0.9460409590471314,0.053959040952868687,0.025803179975090525,0.2252268758176511,0.051759999999999945,-4.516470370377825,0.00262669574695637,0.11564577659978276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.5164828770620895
1536,2379,model3,0.8160252452190275,0.1839747547809724,0.19555567090408332,0.5010065141952199,0.11142666666666674,4.922621538787747,0.0016933681499892177,-0.3418625622491559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.922712553991121
