stock1,stock2,model_type,w1,w2,pval,snr,zcr,mu,stdev,skewness,profit_without_cost,profit_tax1,profit_tax2,open number,return,std1,skew1,timetrend,pos,int_w1,int_w2,done,StrategyOpenTime,StrategyCloseTime,Open_price,Open_pos,Close_price,Emu
1326,2883,model3,0.5532744563046385,0.4467255436953615,0.399178753039416,0.6344573613780911,0.1312799999999998,3.2369489720469953,0.0011421654415880664,0.25770399526577925,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,3.237063406182395
1101,2883,model3,0.5586042853621068,0.4413957146378932,0.9472247889169289,0.2992188063999712,0.10964000000000013,2.6910581706142644,0.001096139300062302,0.04016864745861372,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,2.6913122471822675
1102,1440,model2,0.6057184992915997,0.3942815007084003,0.2752360556386059,0.3915607226906129,0.09149333333333333,2.9791562553414934,0.001457212359647182,0.7187826670908024,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,2.9792159124958015
1102,1477,model3,0.5666014470497032,0.4333985529502969,0.1194067072351778,1.2495935448770523,0.1827866666666665,4.142666276428137,0.0009429421682824053,0.0513932618672832,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,4.142731450992331
1102,1504,model3,0.5579298777538892,0.4420701222461108,0.015048908972043775,0.4721902670136661,0.10544000000000003,3.2137194226525843,0.0011321790904017007,-0.05825041384662057,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,3.2138375350699016
1102,1536,model3,0.8026109699044993,0.19738903009550055,0.0154410408749893,0.3837798754468629,0.09541333333333324,3.5550477967210607,0.0017271697026145995,-0.7581304752652336,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,3.5550851611105516
1102,2308,model3,0.5599083379995655,0.44009166200043454,0.012303996021276568,0.40708091464891605,0.13247999999999993,3.97755519117128,0.001373971135616207,-1.2884041867303455,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,3.977844056364874
1102,2317,model3,0.4809995760893186,0.5190004239106815,0.06625485335783804,0.6417141812383483,0.09936000000000034,3.8011554353414536,0.0009351326284154485,0.09181117319645853,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,3.8011794612108885
1102,2324,model3,0.4421468814429071,0.557853118557093,0.03598491290363617,0.4418800585623144,0.16251999999999986,3.0444082757941033,0.0012343549031307859,1.1390658817021964,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,3.044445766802397
1102,2325,model3,0.2023662066990781,0.7976337933009219,0.03697122258764274,0.451797776442403,0.12354666666666662,3.801567142543608,0.000657732486529677,0.4633444549674189,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,3.8016239654660007
1102,2347,model3,-0.5804374267269711,0.4195625732730289,0.3474896479211563,0.5974317360332074,0.09776,-0.4445145563668016,0.0008563486058653469,0.4370419394472884,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,-0.44445630035041567
1102,2353,model3,0.8061217015265565,0.19387829847344346,0.04810028358146744,0.6599376218844512,0.14502666666666672,3.0684442483896333,0.0013088811352986605,-0.5139149985865941,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,3.068624363782845
1102,2395,model3,-0.5015439950307811,0.4984560049692189,0.12991526693939334,0.6346617065874711,0.11522666666666664,1.0318256576699922,0.0009233668890622916,0.006536587377770225,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1.0319288613096838
1102,2449,model3,0.4700207351501514,0.5299792648498486,0.04824611456849902,1.26877563492576,0.16893333333333338,3.133525881313948,0.000764480436666496,0.3556419472747321,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,3.1335412346651115
1102,2603,model3,0.5784903522627411,0.4215096477372587,0.023441106545099715,1.1943836415425348,0.15161333333333316,2.8942614041286565,0.0014265765109369238,0.1447324901994413,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,2.8943527687246537
1102,2618,model3,-0.6145477391501795,0.3854522608498206,0.08509729820265298,1.0488877453731822,0.1938133333333332,-0.8870838585314709,0.000954690017108478,-0.4611933419283705,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,-0.8870737449315598
1102,2886,model3,-0.7817941437867737,-0.2182058562132264,0.08983799665669781,0.6143970682830133,0.09538666666666716,-3.176836741118671,0.0012806512445798102,-0.07118401584838778,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,-3.176947766079748
1102,3034,model3,0.6565085322450516,0.34349146775494843,0.013950028615568079,0.9469402610841824,0.17822666666666648,3.7685002319636194,0.001126686333407995,0.1126373501157942,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,3.768738766924998
