stock1,stock2,model_type,w1,w2,pval,snr,zcr,mu,stdev,skewness,profit_without_cost,profit_tax1,profit_tax2,open number,return,std1,skew1,timetrend,pos,int_w1,int_w2,done,StrategyOpenTime,StrategyCloseTime,Open_price,Open_pos,Close_price,Emu
1402,1536,model3,-0.6802380114900819,0.3197619885099181,0.06401708589998438,1.1763735222340002,0.13901333333333332,-0.5472177787831075,0.0010713199502177043,-0.14292515257382427,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,-0.5472350451892538
1402,2201,model3,-0.5519460514964685,0.4480539485035316,0.04486342266390926,0.3346116135738514,0.08114666666666648,-0.25760355563500065,0.0012719198926434306,-0.2674324739787918,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,-0.2575494528372094
1402,2308,model2,0.3099524713146392,-0.6900475286853609,0.3039291379528892,0.946180056419787,0.1905333333333331,-2.44146965651406,0.001097951729420008,-0.1829180581912324,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,-2.4414061616987337
1402,2327,model3,-0.6656117658993739,0.3343882341006261,0.045184105378138745,0.4466807073494605,0.08977333333333337,-0.7602136696490631,0.0012300645499994864,0.1295529350418858,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,-0.7602092971770127
1402,2330,model3,-0.3858161930030716,0.6141838069969284,0.047536034895239686,1.013386930661733,0.17286666666666678,1.8532507837757988,0.0007312619753551018,-0.2870765171507577,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,1.8532410657527383
1402,2353,model3,-0.6441569226215877,0.35584307737841225,0.04971912869324576,0.44360676704958585,0.09045333333333327,-1.177649213243847,0.0014412265137965393,-0.04243653121131355,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,-1.1776863422778234
1402,2454,model3,-0.532952244389786,0.4670477556102141,0.04260039674195732,0.4813500406422705,0.07618666666666675,0.8013402972578358,0.0013100764359879249,-0.7971222476854084,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.8013977088776107
1402,2801,model3,-0.5735761534527803,0.4264238465472196,0.03250559249734206,0.6343003595594411,0.08603999999999995,-0.6187431222938962,0.0012966506404084152,-0.41830273378002825,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,-0.6186703498319919
1402,2884,model3,-0.5563936723651073,0.4436063276348926,0.05342232745805655,0.43289266523860376,0.05473333333333336,-0.4926978053484707,0.0013131413043863981,0.21466727085685,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,-0.49271291141646706
1402,2887,model3,-0.5352035264423624,0.4647964735576377,0.03487720899878883,0.6431592227024497,0.13873333333333332,-0.5308371789121399,0.0011911148517717196,0.4366536800403326,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,-0.5308168088882038
