stock1,stock2,model_type,w1,w2,pval,snr,zcr,mu,stdev,skewness,profit_without_cost,profit_tax1,profit_tax2,open number,return,std1,skew1,timetrend,pos,int_w1,int_w2,done,StrategyOpenTime,StrategyCloseTime,Open_price,Open_pos,Close_price,Emu
1434,2105,model3,-0.6501806812832758,0.3498193187167242,0.042816286404978594,0.93909896640917,0.22923999999999986,-0.7312389957621251,0.0006646797580037821,-0.214433966220554,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,-0.7312342329566615
1434,2324,model3,-0.6787031174437748,0.3212968825562253,0.04461388945825055,0.6412985239501213,0.1559866666666667,-1.3522342603197457,0.0008386997572271496,-0.08901977769275614,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,-1.3522370242075277
1434,2408,model3,-0.5616470154189631,0.4383529845810369,0.07798914209148314,0.5453301727830021,0.0986266666666667,-0.30847544908287944,0.0006881973532225098,0.13941356557332293,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,-0.30847011613731995
1434,5264,model3,-0.7773191407739801,0.2226808592260199,0.0626503986769238,1.5541317615329335,0.2808666666666666,-1.5199581234412445,0.0007372684767910027,-0.224965410433738,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,-1.5199573478819999
1434,6269,model3,-0.7225143368461824,0.2774856631538176,0.12930291416229991,1.083380695023299,0.2227200000000003,-1.2526980794762934,0.0007167665441191732,-0.3786690601722865,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,-1.252671467279614
1402,2049,model1,0.609196338813282,-0.3908036611867181,0.9962975427504718,0.3008165405371784,0.11779999999999992,-4.403226232637891e-05,0.0013376840052200935,0.4531598015290774,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,9.550788018222519e-15
1402,2105,model3,-0.7746984839028289,0.22530151609717106,0.029264201755932914,0.2218293322797312,0.026666666666666547,-1.5172529039769578,0.0012526938966762366,0.039557690985393516,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,-1.517337704893537
1402,2106,model3,-0.8931830373550567,-0.10681696264494332,0.10977590575689417,0.20986648613182865,0.047320000000000036,-3.2711164243148003,0.0014596787698757385,-0.07240832541636155,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,-3.2711179186372967
1402,2347,model3,0.4614466215882902,0.5385533784117098,0.005105760566414964,0.24146226481090904,0.06671999999999967,3.335308984097753,0.0011101268135584226,0.5393987150561661,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,3.3352935772288452
1402,2352,model3,-0.5609100250359688,0.4390899749640312,0.015376960157918331,0.3425953284822523,0.03766666666666655,-0.7623197578441124,0.0016850785962517034,0.21383743891079807,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,-0.7624623160759944
