stock1,stock2,model_type,w1,w2,pval,snr,zcr,mu,stdev,skewness,profit_without_cost,profit_tax1,profit_tax2,open number,return,std1,skew1,timetrend,pos,int_w1,int_w2,done,StrategyOpenTime,StrategyCloseTime,Open_price,Open_pos,Close_price
1216,2317,model3,-0.371845274260382,0.6281547257396181,0.2265006580444485,0.12048146934362641,0.03149333333333335,1.327354826334763,0.001074290197646493,-0.4964433799001269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1303,2308,model1,0.5441085996334635,-0.4558914003665364,0.903342755601774,1.0872650020001802,0.24269333333333357,3.0202196247183604e-05,0.0008457072111060212,0.026761450283605135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2303,2317,model3,-0.4379237102996767,0.5620762897003234,0.013189955629385871,0.8516033381635111,0.12776000000000015,1.4331498046288547,0.0009943378155742259,0.19027177562339515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2303,2823,model3,-0.39775343486102605,0.602246565138974,0.009743288023237269,0.35761781507399376,0.05290666666666673,1.0546877200050986,0.0013076673061239098,0.26625580215174394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2317,2324,model3,-0.34451596786717836,0.6554840321328217,0.010071244328860453,1.6519622547346429,0.33033333333333365,0.4127320277904903,0.0007414942164705334,-0.1837463981711661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2317,2890,model3,-0.03937943401573903,0.9606205659842609,0.005462696603602443,0.29723785973617145,0.01071999999999995,1.9749229245007276,0.000706452036432127,-0.21400752906671341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2308,2317,model3,-0.508645966723131,0.4913540332768691,0.013117659976039689,0.36577299068206154,0.11475333333333324,-0.3840937545292156,0.0012600163674807378,0.1888551147165885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2308,2883,model3,-0.5663595400879224,0.4336404599120775,0.025814611665613992,0.4587810002166797,0.16855999999999993,-1.9758128053137272,0.001274195387411024,0.023587953014706134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2324,2408,model3,-0.9383225381551673,0.06167746184483266,0.11716627298189393,0.6083443949558598,0.1186466666666667,-2.5728779105584114,0.001262794757289875,0.12003684561748976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2324,2474,model3,-0.8916472233139129,0.1083527766860872,0.3007528768278891,0.6191590435495925,0.11189333333333337,-2.0614992160844747,0.0012047277337903291,0.11381309001328001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2324,2883,model3,-0.7249393021024058,0.2750606978975942,0.017515222000060587,1.2043247468469445,0.27960000000000007,-1.591619063714574,0.0008469340240323557,0.1606363610880777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2408,2885,model3,0.14495410839571346,0.8550458916042865,0.08593129670087572,1.0061329259579246,0.3145199999999999,2.762994796914489,0.0013135055001853083,0.06850516049369222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2454,2885,model3,-0.20655326903097226,0.7934467309690277,0.017853111786538617,0.8414610299972832,0.23848666666666682,0.9221363733747109,0.0013045850646384817,0.6304707222771193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2454,4938,model3,-0.5664490039582952,0.43355099604170483,0.012346663697104958,0.16297745338349084,0.033886666666666704,-1.126121384620926,0.0013038801583286576,-0.6353142418693255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2880,3481,model3,-0.7786206158154749,0.22137938418452496,0.053594700874697275,1.8261064780409006,0.3106533333333334,-1.649878473336418,0.0012065868513991952,0.22391486348304904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
