stock1,stock2,model_type,w1,w2,pval,snr,zcr,mu,stdev,skewness,profit_without_cost,profit_tax1,profit_tax2,open number,return,std1,skew1,timetrend,pos,int_w1,int_w2,done,StrategyOpenTime,StrategyCloseTime,Open_price,Open_pos,Close_price
2002,2105,model3,-0.39929216961578856,0.6007078303842114,0.01760772288542214,0.7461763445018459,0.15605999999999992,1.2199495483536544,0.0005779644686290267,-0.08227926046983444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,2308,model3,-0.381841874640989,0.6181581253590109,0.00925922807900489,0.8716452218950064,0.3033,1.904699870141434,0.0010698049594764188,0.16509401772935284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,2354,model3,-0.5115981729237916,0.4884018270762084,0.050776401323356216,0.2896539105381194,0.09004000000000006,0.56822047892777,0.0007044547166125699,-0.8622860657511381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,2633,model3,-0.3139148527214784,0.6860851472785215,0.014895323121429518,0.9965916650505015,0.24514000000000014,1.1964829251860702,0.0007943562413219161,-0.04887673968680344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,5880,model3,-0.2668178529939036,0.7331821470060964,0.006412748383681574,0.6820799416615014,0.11305333333333331,1.1851511577392337,0.0013372075261680397,0.2010869750098369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1326,2308,model3,0.006597905386736669,0.9934020946132633,0.1575044686118642,0.5419578347638623,0.1553866666666666,5.0806848442824615,0.0019287150860451015,0.0242321089105579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1326,2823,model3,0.4465811687803444,0.5534188312196556,0.25641862861560283,0.22634512178260066,0.0475266666666667,3.938087240501011,0.0008742057097381119,0.5003210304743045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1326,6505,model3,0.39526386849357115,0.6047361315064288,0.1945086578103115,1.077041838357564,0.31716666666666693,4.592320529511335,0.0013508264516760935,-0.04357861047287807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2105,2823,model3,-0.7213131178603731,0.27868688213962683,0.03387910251112906,0.23845951498481588,0.04427333333333333,-2.051473545057742,0.000920650110719733,-0.6165576956293927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2105,6505,model1,0.5259303325092082,-0.4740696674907918,0.8230529375598078,0.7624880375101546,0.18098666666666652,2.9750360905973494e-05,0.0012047793215794128,0.14729882100031078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2308,2454,model3,-0.801244382050687,0.19875561794931298,0.03796855049080466,0.6237906864441124,0.17119333333333311,-2.9732858805810816,0.0014937359389252957,0.12427979579121252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2308,2633,model3,-0.4354214367184247,0.5645785632815754,0.00176917502417797,1.180232809897821,0.23932666666666688,-0.3915751308652089,0.0009182147793344711,0.13502099718419233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2308,2881,model3,-0.8589817718007596,-0.14101822819924043,0.012530434995907797,0.5525317962067199,0.11438000000000005,-4.910769880500464,0.001664700286293935,-0.03300749547518901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2308,2890,model1,0.3059741121355812,-0.6940258878644188,0.893146029208295,0.7871757122079444,0.15038666666666656,2.300410725172212e-05,0.0006831253128364641,-0.06163767790613828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2308,6505,model1,0.47738484845539225,-0.5226151515446077,0.9949794599521251,0.7721946196394321,0.1841066666666665,2.3339119920779973e-05,0.0015309276362271726,0.03425713586418602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2823,2890,model1,0.39216167273769015,-0.6078383272623099,0.8936912921666242,0.3834552703601113,0.048106666666666666,3.7193499445232385e-05,0.0006751390685937705,-0.23324049293026874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2823,5880,model1,0.44596315005609205,-0.5540368499439079,0.9444551045080473,0.84512727578742,0.23301333333333313,3.1960749838670924e-05,0.001009186895786955,0.09936384317447915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2823,6505,model1,0.5720555259101994,-0.4279444740898005,0.924882108159221,0.9840445422134967,0.18636666666666662,2.6016091440898374e-05,0.0010560384021017872,0.37264215886862645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2881,6505,model3,0.43465852158215595,0.565341478417844,0.01822617733236714,0.7713797997159528,0.27462666666666663,4.300304779294464,0.0013675088797071014,0.21748406791903907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2633,2823,model3,-0.9879986303221342,0.01200136967786585,0.050149092164379634,0.6723383356846969,0.02841333333333333,-3.1472940552481212,0.0012426468773053217,0.1146683256333769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2633,2881,model3,-0.8902820213781378,-0.10971797862186211,0.006240181669986312,0.6861138027059827,0.02858,-3.296309477470971,0.0011119850680385793,0.26158194054247885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2633,5880,model3,-0.4057773061291536,0.5942226938708464,0.001,0.6836665215067539,0.13173333333333345,0.3520754964356338,0.0011545698209071795,0.4081925082824194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2633,6505,model3,0.45247231708791247,0.5475276829120875,0.001,1.0156643062352086,0.25143333333333345,4.003380663528056,0.0013369574453330286,0.021204211165738295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
