stock1,stock2,model_type,w1,w2,pval,snr,zcr,mu,stdev,skewness,profit_without_cost,profit_tax1,profit_tax2,open number,return,std1,skew1,timetrend,pos,int_w1,int_w2,done,StrategyOpenTime,StrategyCloseTime,Open_price,Open_pos,Close_price
1101,2474,model3,-0.466641039440193,0.5333589605598071,0.20686024231034064,0.23412836529524986,0.05219333333333338,1.208771233176756,0.0013009909811100208,1.6737484956292643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,2881,model3,0.37614022770164846,0.6238597722983515,0.23415655278569503,0.3699796142996626,0.10238666666666664,3.8056580253432024,0.0008553854848336979,-0.1338518643466565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,3481,model3,-0.26297514829649743,0.7370248517035025,0.19608150198456997,0.3982714397055319,0.09032666666666662,0.9437084147323611,0.0015847829016522612,-0.01451851944497937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1301,1303,model3,-0.6536396774972418,0.3463603225027581,0.036365435575674634,1.0190702909801097,0.1208600000000001,-1.4556703334374066,0.00043916498933615594,0.21665662048504988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1301,2885,model3,-0.6800571988219932,0.31994280117800683,0.049859069549493706,0.6902771857423241,0.15805999999999992,-2.2627547881316254,0.0008526665965319247,-0.3360341549621937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1301,2890,model1,0.32969007532616,-0.67030992467384,0.8321536278550857,0.6373929774309857,0.17132666666666663,2.2446397877004345e-05,0.0004405438902998178,0.2213047927220947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1301,5880,model1,0.3711473474465659,-0.628852652553434,0.8062221211494403,1.0155072878186557,0.13114666666666655,4.021019451015147e-05,0.0009517203814068332,0.17007950449996737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1301,6505,model3,-0.7510384919195374,0.24896150808046258,0.026920841585711258,0.5386235228637738,0.09942666666666665,-2.21222921815049,0.000887659800232776,0.040120152397853666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2317,2474,model3,-0.808893308336511,0.19110669166348895,0.01473830460829073,0.0725586185848573,0.030840000000000044,-2.553094178467496,0.0011531262020385662,1.477262988153248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2454,2474,model3,-0.6227303682865504,0.3772696317134497,0.2433130612633714,0.45734909100212784,0.07366666666666666,-1.3085800787873423,0.001108333207561152,-0.6222063006334017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2454,2882,model3,0.4477165526714857,0.5522834473285142,0.1702670336317267,0.09390712013901856,0.033253333333333406,4.551681414861281,0.0013184216154405763,0.36027487188562723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2454,5880,model1,0.331037150300624,-0.668962849699376,0.9671467559467604,0.4470109964780884,0.1601533333333333,0.00010203167317843098,0.00130695855546349,0.19467398048782147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2454,6505,model1,0.4661383628660918,-0.5338616371339083,0.9232140257314027,0.4498285427552949,0.048160000000000036,5.612423387471773e-05,0.0018106772907114778,-0.11005985120115702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2474,2881,model3,0.4207502889058626,0.5792497110941374,0.3009310474481299,0.5579513547902991,0.13905999999999996,4.554429851277004,0.0009143693288702838,0.4972654467391121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2474,5880,model3,-0.16997412017067356,0.8300258798293265,0.15992688802394808,0.7871184769614268,0.1148199999999999,1.2878860250473816,0.001327429197139451,-0.026663636382012353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3481,6505,model3,-0.6626996732264765,0.3373003267735235,0.02112329551378359,0.5315607661867283,0.12020000000000007,-0.11199257310743164,0.0015726958213187956,0.18278804729550097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
