stock1,stock2,model_type,w1,w2,pval,snr,zcr,mu,stdev,skewness,profit_without_cost,profit_tax1,profit_tax2,open number,return,std1,skew1,timetrend,pos,int_w1,int_w2,done,StrategyOpenTime,StrategyCloseTime,Open_price,Open_pos,Close_price
2308,2330,model3,-0.7460214215910204,0.2539785784089796,0.12447196266720713,0.8189583029784043,0.13068000000000018,-2.2741892162156847,0.0013395306441295791,-0.6108917240201959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2308,2890,model3,-0.7302001940368147,0.2697998059631853,0.0822623517062444,0.7390456485224559,0.19506666666666675,-2.9870548214399766,0.0013451462153900827,-0.27531265034801045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2308,2891,model3,-0.8492463696560034,0.1507536303439966,0.267258855234852,0.6615927837157275,0.07052666666666664,-3.7255130525376203,0.001631975847432015,-0.19414156825428963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2308,2892,model3,-0.74633906306056,0.25366093693944,0.1966583692525665,1.166299446922838,0.24439333333333338,-2.916559804259949,0.0012174208385831357,-0.4450559441518057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2308,9904,model3,-0.6855161340557369,0.3144838659442631,0.18662066737577282,0.5980112840172503,0.08951333333333329,-2.2314922143769698,0.0013186624557103566,-0.09417839859675624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,2308,model3,-0.40271681161843936,0.5972831883815607,0.049345380383508976,1.1599831118784623,0.26986000000000004,1.5112074130772601,0.0010362684826649975,0.6461990353747641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,2317,model3,-0.5875886625783547,0.4124113374216453,0.09275411132574687,1.0950314745004148,0.24426666666666688,-0.16187706312259928,0.000793529279032265,0.35015391303160304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2633,2891,model3,-0.4768825011718778,0.5231174988281223,0.26530462096410157,0.43616564821243253,0.08831333333333333,0.05755859897898177,0.0010773689896747744,0.2823823912709377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2801,5880,model3,-0.4418939135088494,0.5581060864911506,0.1367007088154552,1.139925611819593,0.16255333333333352,0.3257958994823331,0.0010061780298584889,0.011242710689556882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2886,2892,model3,-0.5492986912742475,0.4507013087257525,0.3716831234048462,0.5475063501260817,0.12014000000000007,-0.4015195929541355,0.0009219116782498402,-0.5349891981333699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2891,9904,model3,-0.23275823056541203,0.767241769434588,0.6025954899686292,0.43608284681504644,0.10352666666666645,2.0837072559597827,0.0007588819397934759,0.5395667159107174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2890,2891,model3,-0.6437884624461111,0.3562115375538889,0.2408168544828799,0.4929337124008778,0.19146666666666662,-0.37613843925453755,0.0007142397879513089,0.3175392803141258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2890,5880,model3,-0.5242747884802752,0.4757252115197249,0.11903276072650606,0.6485054054329558,0.19789999999999988,0.15798605113736056,0.0008430502846684667,-0.22621769044178153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2885,2891,model3,-0.5525090429380372,0.44749095706196285,0.18634441878539515,0.9714379939144718,0.20293333333333327,-0.1214311636716951,0.00106797416001938,0.05687809448349776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2885,2892,model3,-0.5061936539424854,0.4938063460575147,0.09735794824617883,0.35683835390552676,0.09505333333333331,0.1315706341772556,0.0014155997952059005,0.27434748095220796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
