stock1,stock2,model_type,w1,w2,pval,snr,zcr,mu,stdev,skewness,profit_without_cost,profit_tax1,profit_tax2,open number,return,std1,skew1,timetrend,pos,int_w1,int_w2,done,StrategyOpenTime,StrategyCloseTime,Open_price,Open_pos,Close_price
1303,2303,model3,-0.5305024139608615,0.46949758603913844,0.20458186225606,2.683465653937839,0.36041999999999963,-0.997422452879153,0.0006990052519792069,0.3254824012188415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1303,2354,model3,-0.815511285138288,0.18448871486171203,0.33595303055906756,0.88229156988475,0.1753266666666665,-2.672558670098648,0.000604456384007101,-0.14503685057527174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1303,2454,model3,-0.9058220748572922,0.09417792514270791,0.5265025385760708,0.7498493111230435,0.12361333333333333,-3.3515812444035595,0.0007011307262882963,-0.0017316720434778544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1303,2881,model1,0.473254575381312,-0.5267454246186879,0.9571508117620288,0.15637968337703828,0.10291333333333327,0.00014880477148901356,0.0008500777082315913,1.6988826746507493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2105,2303,model3,-0.633092064133604,0.36690793586639603,0.041345783044236924,1.0246750967536074,0.2053133333333332,-1.5895994212739795,0.00079791067013415,0.18170807169303033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,2303,model1,0.4610079526314404,-0.5389920473685597,0.8676049900291178,1.7448843913325613,0.2861733333333332,-1.6483522893078935e-05,0.0008947048722297463,0.009064174857077086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,2354,model3,-0.8635341824276485,0.13646581757235163,0.3605908472998568,1.5228401790035884,0.41945999999999994,-2.1467339406959893,0.0007968182849676176,0.11713153560028393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,2454,model3,-0.9720072309886274,0.02799276901137264,0.36513182302524494,0.7287691354515005,0.16313999999999995,-2.9518360031488853,0.001069693311825753,-0.04372350060794071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,2881,model3,-0.8021838378298521,0.19781616217014777,0.009041292810255935,0.7373659384247545,0.18510666666666628,-1.805510810209364,0.0008983734074721535,-0.05890730270756016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,4938,model3,-0.8973887497278938,0.10261125027210626,0.20979606338067927,0.7425540879658199,0.25398000000000004,-2.4272980208122417,0.000984694643201495,-0.001193674457004238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,5880,model1,0.46507018109689513,-0.5349298189031049,0.913011556038422,0.47760336991146013,0.14145999999999997,8.988698738294628e-05,0.0012613205292114865,0.42416340034823247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2330,2881,model3,-0.5984472952150647,-0.4015527047849353,0.008291471618305717,0.05864355377960081,0.018106666666666642,-4.8303191048831335,0.0017864264174341073,0.2912696526246714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2330,4904,model3,0.09560115944496404,0.9043988405550359,0.06435337347458679,0.7382620541075318,0.12525333333333336,4.386709454655006,0.0006566117882506632,-0.10381476688222181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2303,2883,model2,-0.7161526641338162,0.2838473358661839,0.6790949707653142,2.010649030223404,0.3635533333333333,-1.3295555430496009,0.0010094628777819685,-0.36722186622352093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2303,2885,model1,0.48631668689959784,-0.5136833131004022,0.8472090434434673,1.2860740245074114,0.3310066666666669,-1.2698130852862496e-05,0.00107331361744914,-0.07528706353939336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
