stock1,stock2,model_type,w1,w2,pval,snr,zcr,mu,stdev,skewness,profit_without_cost,profit_tax1,profit_tax2,open number,return,std1,skew1,timetrend,pos,int_w1,int_w2,done,StrategyOpenTime,StrategyCloseTime,Open_price,Open_pos,Close_price
2002,2303,model3,0.349982991140632,0.6500170088593681,0.029160161888593654,2.164745230199077,0.26123333333333343,2.8276774370284983,0.0009935303656971731,0.44667975101277085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2330,2633,model3,-0.9773719456575365,0.022628054342463493,0.03749909598950385,0.5940633297940923,0.07010666666666675,-5.16875597011576,0.0009739854789189778,0.11704255742540415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1402,2330,model1,0.6256050092910297,-0.37439499070897025,0.9830993958944143,2.4488681400069927,0.3352466666666666,1.4087364530068017e-05,0.0006932327993464667,-0.2361025355637944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1402,2408,model3,-0.9436080730667127,0.05639192693328733,0.09134595238474622,1.6489649184708788,0.3122266666666665,-2.795751244364922,0.0010207392435716675,0.32585553937673206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1402,2633,model3,-0.8222418038041261,0.17775819619587388,0.04081158529332069,1.7481317608037452,0.2942400000000002,-2.0633308356718585,0.0009013597897038843,0.3931148245532521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1402,2801,model1,0.47231541156700574,-0.5276845884329942,0.9905056662232473,1.1582256537347635,0.24920666666666685,3.2653655523664505e-05,0.001040078028378633,-0.014541883115730013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1402,2882,model3,-0.7387448902688458,0.2612551097311543,0.0694915482510316,1.732672476707682,0.27752,-1.3539228552386071,0.0008019032474342569,0.41439526975254404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1402,2884,model3,-0.8690140153722489,0.13098598462775124,0.43514196662651033,1.7294269802896922,0.26859333333333324,-2.401307969745341,0.0009512342932417008,0.37336934081249057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1402,2885,model1,0.4437778071086814,-0.5562221928913186,0.9252221302151344,1.134558330674082,0.2568400000000004,2.1965027818658575e-05,0.0010931464376722092,-0.022450678557918165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1402,4938,model3,-0.8256724925651324,0.17432750743486758,0.10845840243758337,1.8390950859661164,0.3318866666666665,-1.8578880104185815,0.0008821492936789748,0.27724688181434215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2408,2633,model3,-0.1844508926517224,0.8155491073482777,0.07795908816840147,0.49379265661285165,0.10282666666666661,1.8799512904338462,0.00092765160333146,0.01100434373079315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2801,2882,model3,-0.8355680947105201,-0.16443190528947996,0.055673339935147434,0.96508451077203,0.42593999999999965,-3.0407929612174573,0.001331805686749131,-0.2445419994255026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2633,2801,model3,-0.1701432869918665,0.8298567130081335,0.03633835780857698,0.997352812724256,0.4240133333333336,1.83289801155329,0.001301947855069323,-0.1859655315252007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2633,2884,model3,-0.5889663265690142,0.4110336734309857,0.45448347665191646,1.5397173585216395,0.27644666666666684,-0.6904228636209037,0.0006136518478501977,-0.11848827567089833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2633,3045,model3,0.344630631450538,0.6553693685494619,0.039821595309317954,1.336204374642123,0.23465333333333355,4.183119460394602,0.0010443552179901592,-0.036698019097050935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2633,4938,model3,-0.5436825933693954,0.45631740663060466,0.16194550870226407,0.4040453704935722,0.09603333333333326,0.3126438891090618,0.0007547090314517826,0.3871419378718931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
