stock1,stock2,model_type,w1,w2,pval,snr,zcr,mu,stdev,skewness,profit_without_cost,profit_tax1,profit_tax2,open number,return,std1,skew1,timetrend,pos,int_w1,int_w2,done,StrategyOpenTime,StrategyCloseTime,Open_price,Open_pos,Close_price
1301,2357,model3,0.16505464131269496,0.834945358687305,0.12250204077196,0.792019653121657,0.3006466666666664,5.401090803498981,0.0008320338781788627,-0.29062508969748263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1301,3481,model3,-0.8369739768991841,0.16302602310081593,0.16591548586365007,0.3673155038288069,0.15443333333333334,-3.3528498305218606,0.0007476931767302194,1.6345712041503655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1326,2886,model3,0.14410576822959364,0.8558942317704064,0.04304504767152606,0.24928493361200807,0.026593333333333313,3.363303782746525,0.0012833871627971724,-0.17984854323348567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2308,3481,model3,-0.7503573945478007,0.2496426054521994,0.18970316589917577,0.4684226437969257,0.12461333333333333,-3.22571400377944,0.0013072523367960158,0.3834503196200941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2311,2882,model2,-0.9013396456638497,0.09866035433615036,0.1978293132139207,0.3646783272152656,0.0800866666666667,-2.897668060083655,0.0004992757796955487,0.42716772955046955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2311,2883,model1,0.3632913314250566,-0.6367086685749433,0.7468240875462043,0.4854749010592072,0.1365,6.478544850668418e-06,0.0004975025299013019,0.17297594638947797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2357,2408,model3,-0.7010943354228402,0.2989056645771598,0.015847652414721712,0.8205888176978778,0.30735333333333326,-2.7662904428407264,0.0006951097220433046,0.2723950214598542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2357,2883,model1,0.2712410349047155,-0.7287589650952845,0.956601861187827,0.5641693344530666,0.162513333333333,4.280409227155335e-06,0.000566191037771379,0.3206183529258139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2357,2891,model3,-0.7774560789055321,0.22254392109446786,0.006510180639238299,1.261924961418898,0.25605333333333335,-3.689752827185612,0.0007314330359980967,-0.010248482658297147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2357,3481,model3,-0.9753345776425838,-0.024665422357416193,0.15012949435565312,0.681040749728104,0.2421466666666667,-5.503676496307276,0.0009867935349858433,0.111026234331226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2408,2886,model3,0.5236902859727696,0.4763097140272304,0.016168763910628367,0.3282147149487512,0.09980666666666663,3.509341290806688,0.0007847784909390694,-0.038299554516069506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2408,9904,model3,0.4700181787644445,0.5299818212355555,0.023701026074269452,0.25768199960673116,0.06368000000000004,3.7545499333147934,0.0006170163507290887,0.30339964750204484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2883,2886,model3,-0.7223841938834703,-0.2776158061165297,0.011457295723098067,0.3089399266907881,0.09258000000000001,-2.3766386578926646,0.0007370395938013275,0.4571707927469878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2883,3481,model3,-0.995272508649049,-0.004727491350950858,0.11291530796640213,0.2566000548770578,0.039846666666666634,-2.0783637911804194,0.000902153999455486,0.2943042937885207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2884,3481,model3,-0.9493667828436835,-0.050633217156316544,0.1343921069717398,0.6905818138873658,0.13949333333333347,-2.8949481915491266,0.001344734717998575,-0.2279185580878926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2884,4904,model3,-0.6534653588948375,-0.3465346411051625,0.18186246919664045,0.755121400884144,0.14941333333333331,-3.3861633153144917,0.0009241350725042155,0.062208387728630396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2882,5880,model1,0.4089504156926137,-0.5910495843073863,0.8803607998698652,0.5888247814210188,0.1287933333333334,-2.0740035352168432e-05,0.001228897668032197,0.36690428782725065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2881,5880,model3,0.2562944387171403,0.7437055612828597,0.02268180923209025,0.6758888079007751,0.15847999999999993,2.9968437096988905,0.0014716991004270147,0.16038949211233094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2912,3481,model3,-0.9226778164548369,0.07732218354516313,0.17588791733935427,2.5574909684850007,0.41686000000000034,-4.8147260257010895,0.0009157996103438503,-0.1457898847043493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3481,5880,model3,0.088746368132179,0.9112536318678209,0.16811919960851252,0.9674602692878914,0.19113333333333327,2.668564312704801,0.001604020171881594,-0.08692306591878192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
